"time_index","temperature_K"
"2008-10-25",301.9008
"2008-10-26",302.0807
"2008-10-27",302.5854
"2008-10-28",302.5645
"2008-10-29",302.0846
"2008-10-30",301.7854
"2008-10-31",301.4728
"2008-11-01",301.5064
"2008-11-02",301.4247
"2008-11-03",301.2788
"2008-11-04",301.2001
"2008-11-05",301.0881
"2008-11-06",300.8578
"2008-11-07",301.2413
"2008-11-08",301.2289
"2008-11-09",301.3093
"2008-11-10",301.3152
"2008-11-11",301.1314
"2008-11-12",300.7776
"2008-11-13",300.221
"2008-11-14",299.868
"2008-11-15",300.0733
"2008-11-16",300.7932
"2008-11-17",300.9568
"2008-11-18",301.5009
"2008-11-19",301.6969
"2008-11-20",301.6436
"2008-11-21",301.73
"2008-11-22",301.6895
"2008-11-23",301.7885
"2008-11-24",301.7632
"2008-11-25",301.3554
"2008-11-26",301.0165
"2008-11-27",300.7635
"2008-11-28",300.6576
"2008-11-29",300.7269
"2008-11-30",300.806
"2008-12-01",300.4626
"2008-12-02",300.1406
"2008-12-03",300.2465
"2008-12-04",300.5144
"2008-12-05",300.0768
"2008-12-06",300.1187
"2008-12-07",300.4356
"2008-12-08",299.9016
"2008-12-09",299.336
"2008-12-10",298.9821
"2008-12-11",298.5255
"2008-12-12",298.9927
"2008-12-13",299.4057
"2008-12-14",299.2824
