time_index,temperature_K
2008-05-18,303.3713
2008-05-19,303.3445
2008-05-20,303.543
2008-05-21,303.5659
2008-05-22,303.3363
2008-05-23,303.0201
2008-05-24,302.5397
2008-05-25,302.4127
2008-05-26,302.4295
2008-05-27,302.9356
2008-05-28,303.5073
2008-05-29,303.6625
2008-05-30,303.4328
2008-05-31,303.3217
2008-06-01,303.0179
2008-06-02,302.9219
2008-06-03,302.8001
2008-06-04,302.5762
2008-06-05,302.8627
2008-06-06,303.0876
2008-06-07,302.9374
2008-06-08,302.4362
2008-06-09,302.391
2008-06-10,302.6869
2008-06-11,303.1611
2008-06-12,303.6545
2008-06-13,304.114
2008-06-14,304.0083
2008-06-15,304.0302
2008-06-16,303.7218
2008-06-17,303.7869
2008-06-18,303.4203
2008-06-19,302.7858
2008-06-20,302.6592
2008-06-21,303.6986
2008-06-22,303.8699
2008-06-23,304.0251
2008-06-24,302.9214
2008-06-25,302.3185
2008-06-26,301.9445
2008-06-27,302.0822
2008-06-28,302.3954
2008-06-29,302.4612
2008-06-30,302.6915
2008-07-01,302.9918
2008-07-02,302.8177
2008-07-03,302.6533
2008-07-04,302.7207
2008-07-05,302.619
2008-07-06,302.5174
2008-07-07,302.1402
2008-07-08,302.2793
2008-07-09,302.3102
2008-07-10,302.0167
2008-07-11,301.7415
2008-07-12,301.5771
2008-07-13,300.8237
2008-07-14,301.3613
2008-07-15,301.7583
2008-07-16,301.7107
2008-07-17,301.5872
2008-07-18,301.4743
2008-07-19,301.6795
2008-07-20,301.727
2008-07-21,301.6999
2008-07-22,301.6765
2008-07-23,301.7859
2008-07-24,301.7187
2008-07-25,301.7554
2008-07-26,301.7026
2008-07-27,301.9083
2008-07-28,301.6989
2008-07-29,301.7576
2008-07-30,301.8958
2008-07-31,301.5193
2008-08-01,301.6442
2008-08-02,301.8496
2008-08-03,301.5643
2008-08-04,301.5078
2008-08-05,301.579
2008-08-06,301.3115
2008-08-07,301.6922
2008-08-08,301.6706
2008-08-09,301.8035
2008-08-10,301.9854
2008-08-11,301.7478
2008-08-12,302.0052
2008-08-13,301.8558
2008-08-14,301.8404
2008-08-15,302.1032
2008-08-16,301.8621
2008-08-17,301.7785
2008-08-18,301.8605
2008-08-19,301.7198
2008-08-20,301.7507
2008-08-21,301.7464
2008-08-22,301.7348
2008-08-23,301.581
2008-08-24,301.8019
2008-08-25,301.6422
2008-08-26,301.7772
2008-08-27,301.6631
2008-08-28,301.5643
2008-08-29,301.5206
2008-08-30,301.2429
2008-08-31,301.9275
2008-09-01,302.1154
2008-09-02,301.9285
2008-09-03,301.6622
2008-09-04,301.7563
2008-09-05,301.6652
2008-09-06,301.7366
2008-09-07,301.6906
2008-09-08,301.5512
2008-09-09,301.5319
2008-09-10,301.5416
2008-09-11,301.6774
2008-09-12,301.8098
2008-09-13,301.8065
2008-09-14,301.8031
2008-09-15,301.5747
2008-09-16,301.4325
2008-09-17,301.7664
2008-09-18,302.1487
2008-09-19,301.9079
2008-09-20,301.5526
2008-09-21,301.3458
2008-09-22,301.447
2008-09-23,301.3384
2008-09-24,301.2798
2008-09-25,301.4746
2008-09-26,301.8271
2008-09-27,302.3186
2008-09-28,302.3783
2008-09-29,301.8847
2008-09-30,301.4091
2008-10-01,301.8835
2008-10-02,302.5448
2008-10-03,303.7625
2008-10-04,305.1368
2008-10-05,305.3765
2008-10-06,305.2084
2008-10-07,304.5116
2008-10-08,304.2693
2008-10-09,304.5666
2008-10-10,304.6679
2008-10-11,304.5859
2008-10-12,303.8545
2008-10-13,302.7912
2008-10-14,302.54
2008-10-15,303.3463
2008-10-16,304.4769
2008-10-17,304.8531
2008-10-18,304.5035
2008-10-19,304.0789
2008-10-20,303.9338
2008-10-21,304.1655
2008-10-22,304.159
2008-10-23,304.3855
2008-10-24,304.5073
2008-10-25,305.0097
2008-10-26,305.2555
2008-10-27,302.226
2008-10-28,301.7456
2008-10-29,302.3068
2008-10-30,304.2998
2008-10-31,304.3755
2008-11-01,303.4511
2008-11-02,303.0515
2008-11-03,302.5469
2008-11-04,302.7081
2008-11-05,303.5806
2008-11-06,304.1418
2008-11-07,304.0109
2008-11-08,303.687
2008-11-09,303.0431
2008-11-10,302.5554
2008-11-11,302.5217
2008-11-12,302.1829
2008-11-13,301.0689
2008-11-14,300.8289
2008-11-15,301.374
2008-11-16,302.2756
2008-11-17,303.2188
2008-11-18,303.659
2008-11-19,304.2772
2008-11-20,304.327
2008-11-21,303.9646
2008-11-22,303.3888
2008-11-23,302.1462
2008-11-24,301.3334
2008-11-25,301.2587
2008-11-26,301.1863
2008-11-27,302.3633
2008-11-28,303.0898
2008-11-29,303.1254
2008-11-30,302.8231
2008-12-01,302.7299
2008-12-02,302.4248
2008-12-03,302.3333
2008-12-04,302.2692
2008-12-05,301.8611
2008-12-06,301.4447
2008-12-07,300.4516
2008-12-08,299.7904
2008-12-09,299.1599
2008-12-10,299.1879
2008-12-11,299.8651
2008-12-12,300.2971
2008-12-13,300.7375
2008-12-14,300.4622
2008-12-15,299.7866
2008-12-16,300.1213
2008-12-17,298.7332
2008-12-18,298.7998
2008-12-19,298.4434
2008-12-20,297.8993
2008-12-21,298.0086
2008-12-22,298.238
2008-12-23,298.484
2008-12-24,299.0585
2008-12-25,299.0876
2008-12-26,298.871
2008-12-27,298.3195
2008-12-28,297.6385
2008-12-29,295.6816
2008-12-30,296.8495
2008-12-31,298.5844
2009-01-01,299.3267
2009-01-02,299.4304
2009-01-03,299.616
2009-01-04,300.2514
2009-01-05,300.5512
2009-01-06,300.4284
2009-01-07,299.8593
2009-01-08,300.8127
2009-01-09,300.8133
2009-01-10,300.9486
2009-01-11,300.9642
2009-01-12,300.5879
2009-01-13,300.6996
2009-01-14,300.7662
2009-01-15,300.8116
2009-01-16,300.5036
2009-01-17,298.7827
2009-01-18,297.0179
2009-01-19,296.8235
2009-01-20,296.893
2009-01-21,297.5249
2009-01-22,297.902
2009-01-23,297.374
2009-01-24,297.3635
2009-01-25,297.4383
2009-01-26,297.9554
2009-01-27,298.3859
2009-01-28,298.8342
2009-01-29,298.3612
2009-01-30,297.564
2009-01-31,296.8709
2009-02-01,297.3575
2009-02-02,298.2641
2009-02-03,299.5955
2009-02-04,300.0158
2009-02-05,298.6512
2009-02-06,297.9893
2009-02-07,297.3123
2009-02-08,295.7195
2009-02-09,294.9023
2009-02-10,294.6614
2009-02-11,295.8426
2009-02-12,296.9259
2009-02-13,297.5272
2009-02-14,298.6568
2009-02-15,299.2915
2009-02-16,299.3906
2009-02-17,299.127
2009-02-18,298.7335
2009-02-19,299.6139
2009-02-20,300.1986
2009-02-21,299.2181
2009-02-22,297.6778
2009-02-23,295.9242
2009-02-24,296.6059
2009-02-25,297.7435
2009-02-26,298.3437
2009-02-27,298.6913
2009-02-28,298.8188
2009-03-01,297.3464
2009-03-02,298.3948
2009-03-03,298.2788
2009-03-04,297.1674
2009-03-05,296.696
2009-03-06,296.6256
2009-03-07,297.1206
2009-03-08,298.5422
2009-03-09,300.091
2009-03-10,301.1252
2009-03-11,301.8287
2009-03-12,302.0244
2009-03-13,301.6451
2009-03-14,300.1331
2009-03-15,299.8927
2009-03-16,301.1096
2009-03-17,301.6554
